example_id,type,destination_ids,source_ids,system,user,assistant,review_status,review_notes,final_category,reviewed,messages_json
SFT-MULTI-038,multi_turn,"[""zenica""]","[""SRC-ZENICA-001"", ""SRC-ZENICA-MUZEJ-002"", ""SRC-ZENICA-VRANDUK-003"", ""SRC-ZENICA-HISTORIJA-004""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Zenica; želim varijantu usmjerenu na istoriju u sezoni ljeto.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Zenica usmjeri na glavne gradske ili kulturne cjeline. godine prije nove ere. Temelji ranohrišćanske bazilike u Bilimišću predstavljaju jedan od najznačajnijih rimskih lokaliteta zeničkog područja. Zenica se pod današnjim imenom prvi put pominje u dubrovačkom dokumentu iz 1436. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Predmeti pronađeni u tvrđavi Vranduk čuvaju se u Muzeju grada Zenice. Velika kula Vranduka sadrži arheološku i istorijsku postavku, kao i rekonstrukciju kovačnice. Bunar i drugi interpretativni elementi unutar tvrđave pomažu u predstavljanju srednjovjekovnog ambijenta. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Zenica; želim varijantu usmjerenu na istoriju u sezoni ljeto.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Mogu izdvojiti dva dana, a kroz destinaciju ću se kretati automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Zenica usmjeri na glavne gradske ili kulturne cjeline. godine prije nove ere. Temelji ranohrišćanske bazilike u Bilimišću predstavljaju jedan od najznačajnijih rimskih lokaliteta zeničkog područja. Zenica se pod današnjim imenom prvi put pominje u dubrovačkom dokumentu iz 1436. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Predmeti pronađeni u tvrđavi Vranduk čuvaju se u Muzeju grada Zenice. Velika kula Vranduka sadrži arheološku i istorijsku postavku, kao i rekonstrukciju kovačnice. Bunar i drugi interpretativni elementi unutar tvrđave pomažu u predstavljanju srednjovjekovnog ambijenta. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-MULTI-039,multi_turn,"[""kakanj""]","[""SRC-KAKANJ-TOWER-008"", ""SRC-KAKANJ-GRADINA-010"", ""SRC-KAKANJ-PONIJERI-004"", ""SRC-KAKANJ-BOCICA-009"", ""SRC-KAKANJ-001"", ""SRC-KAKANJ-MONASTERY-005"", ""SRC-KAKANJ-ROYAL-COURT-003"", ""SRC-KAKANJ-INCUNABULA-007"", ""SRC-KAKANJ-ZGOSCA-011""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Kakanj; želim varijantu usmjerenu na kulturu u sezoni ljeto.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Kakanj usmjeri na glavne gradske ili kulturne cjeline. Planinarski dom Bočica nalazi se na oko 920 metara nadmorske visine, desetak kilometara od centra Kaknja. Ponijeri i okolna brda pogodni su za šetnju, planinarenje i zimske rekreativne aktivnosti kada postoje uslovi. Ponijeri su pogodni za zimske sportove kada postoje odgovarajući snježni i sigurnosni uslovi. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Ostaci kraljevskog dvora u Kraljevoj Sutjesci nalaze se uz rijeku Trstionicu i okolne brežuljke. Franjevački samostan u Kraljevoj Sutjesci čuva muzejske, arhivske i bibliotečke zbirke važne za istoriju Bosne. Zbirka inkunabula pokazuje dug kontinuitet pismenosti, obrazovanja i čuvanja knjige u Kraljevoj Sutjesci. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Kakanj; želim varijantu usmjerenu na kulturu u sezoni ljeto.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Planiram boravak od dva dana i dolazim automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Kakanj usmjeri na glavne gradske ili kulturne cjeline. Planinarski dom Bočica nalazi se na oko 920 metara nadmorske visine, desetak kilometara od centra Kaknja. Ponijeri i okolna brda pogodni su za šetnju, planinarenje i zimske rekreativne aktivnosti kada postoje uslovi. Ponijeri su pogodni za zimske sportove kada postoje odgovarajući snježni i sigurnosni uslovi. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Ostaci kraljevskog dvora u Kraljevoj Sutjesci nalaze se uz rijeku Trstionicu i okolne brežuljke. Franjevački samostan u Kraljevoj Sutjesci čuva muzejske, arhivske i bibliotečke zbirke važne za istoriju Bosne. Zbirka inkunabula pokazuje dug kontinuitet pismenosti, obrazovanja i čuvanja knjige u Kraljevoj Sutjesci. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-MULTI-040,multi_turn,"[""tesanj""]","[""SRC-TESANJ-001"", ""SRC-TESANJ-CULTURE-003"", ""SRC-TESANJ-ABOUT-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Tešanj; želim varijantu usmjerenu na aktivnosti na otvorenom u sezoni ljeto.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Tešanj usmjeri na glavne gradske ili kulturne cjeline. Eminagića konak predstavlja jedan od najstarijih i najljepših primjera tešanjske stambene arhitekture. Gradina, Ferhadija i Eminagića konak imaju status nacionalnih spomenika Bosne i Hercegovine. Muzej Tešanj koristi Eminagića konak i Kapetanovu kulu kao muzejske prostore za predstavljanje lokalne baštine. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Tešanj odgovara ljubiteljima tvrđava i starih gradskih cjelina, uz udobnu obuću zbog uspona prema gradu. Za tvrđavu su korisni stabilna obuća i oprez na kamenim stepenicama, naročito poslije kiše. Tešanj se može povezati sa Maglajem i Dobojem u kulturno-istorijskoj ruti sjevernog dijela Bosne. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Tešanj; želim varijantu usmjerenu na aktivnosti na otvorenom u sezoni ljeto.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Imam dva dana na raspolaganju i putujem automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Tešanj usmjeri na glavne gradske ili kulturne cjeline. Eminagića konak predstavlja jedan od najstarijih i najljepših primjera tešanjske stambene arhitekture. Gradina, Ferhadija i Eminagića konak imaju status nacionalnih spomenika Bosne i Hercegovine. Muzej Tešanj koristi Eminagića konak i Kapetanovu kulu kao muzejske prostore za predstavljanje lokalne baštine. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Tešanj odgovara ljubiteljima tvrđava i starih gradskih cjelina, uz udobnu obuću zbog uspona prema gradu. Za tvrđavu su korisni stabilna obuća i oprez na kamenim stepenicama, naročito poslije kiše. Tešanj se može povezati sa Maglajem i Dobojem u kulturno-istorijskoj ruti sjevernog dijela Bosne. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-MULTI-041,multi_turn,"[""maglaj""]","[""SRC-MAGLAJ-001"", ""SRC-MAGLAJ-STRATEGY-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Maglaj; želim varijantu usmjerenu na prirodu u sezoni jesen.,Koliko dana imaš i kojim prevozom planiraš putovati?,reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Maglaj; želim varijantu usmjerenu na prirodu u sezoni jesen.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}]"
SFT-MULTI-042,multi_turn,"[""doboj""]","[""SRC-DOBOJ-001"", ""SRC-DOBOJ-TURIZAMRS-002"", ""SRC-DOBOJ-KOTROMANICEVO-005"", ""SRC-DOBOJ-OZREN-004""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Doboj; želim varijantu usmjerenu na istoriju u sezoni jesen.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Doboj usmjeri na glavne gradske ili kulturne cjeline. Kotromanićevo je oblikovano kao ambijent koji podsjeća na srednjovjekovnu Bosnu i život kraljeva i vitezova. Kotromanićevo uključuje drvene kuće, vodenice, jezero i druge sadržaje uklopljene u ambijent tradicionalne arhitekture. Goransko jezero nalazi se oko pet kilometara od centra Doboja i okruženo je šumom. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Dobojska tvrđava iznad grada čuva tragove srednjovjekovnog i kasnijeg vojnog razvoja ovog prostora. Doboj se nalazi na važnom saobraćajnom raskršću u dolinama Bosne, Usore i Spreče. Zbog položaja na Bosni, Usori i Spreči, Doboj je važno saobraćajno i željezničko čvorište. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Doboj; želim varijantu usmjerenu na istoriju u sezoni jesen.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Mogu izdvojiti dva dana, a kroz destinaciju ću se kretati automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Doboj usmjeri na glavne gradske ili kulturne cjeline. Kotromanićevo je oblikovano kao ambijent koji podsjeća na srednjovjekovnu Bosnu i život kraljeva i vitezova. Kotromanićevo uključuje drvene kuće, vodenice, jezero i druge sadržaje uklopljene u ambijent tradicionalne arhitekture. Goransko jezero nalazi se oko pet kilometara od centra Doboja i okruženo je šumom. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Dobojska tvrđava iznad grada čuva tragove srednjovjekovnog i kasnijeg vojnog razvoja ovog prostora. Doboj se nalazi na važnom saobraćajnom raskršću u dolinama Bosne, Usore i Spreče. Zbog položaja na Bosni, Usori i Spreči, Doboj je važno saobraćajno i željezničko čvorište. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-MULTI-043,multi_turn,"[""prokosko_jezero""]","[""SRC-PROKOSKO-001"", ""SRC-PROKOSKO-MANAGEMENT-002"", ""SRC-PROKOSKO-VILLAGE-004""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Prokoško jezero; želim varijantu usmjerenu na kulturu u sezoni jesen.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Prokoško jezero usmjeri na glavne gradske ili kulturne cjeline. Šire područje jezera odlikuje se izraženim planinskim reljefom i velikim visinskim razlikama. Prokoško jezero nalazi se na planini Vranici, u visokom planinskom pejzažu sa tradicionalnim katunskim naseljem. Prokoško jezero je glacijalno planinsko jezero u jugoistočnom dijelu općine Fojnica. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Zaštićeno područje obuhvata planinske rudine, vrištine, subalpinske šume i staništa uz vodotoke. Prostor Vranice oko jezera značajan je zbog raznovrsne planinske flore i faune. Riblje naselje u Prokoškom jezeru nije autohtono, već je uvedeno ljudskim djelovanjem. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Prokoško jezero; želim varijantu usmjerenu na kulturu u sezoni jesen.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Planiram boravak od dva dana i dolazim automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Prokoško jezero usmjeri na glavne gradske ili kulturne cjeline. Šire područje jezera odlikuje se izraženim planinskim reljefom i velikim visinskim razlikama. Prokoško jezero nalazi se na planini Vranici, u visokom planinskom pejzažu sa tradicionalnim katunskim naseljem. Prokoško jezero je glacijalno planinsko jezero u jugoistočnom dijelu općine Fojnica. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Zaštićeno područje obuhvata planinske rudine, vrištine, subalpinske šume i staništa uz vodotoke. Prostor Vranice oko jezera značajan je zbog raznovrsne planinske flore i faune. Riblje naselje u Prokoškom jezeru nije autohtono, već je uvedeno ljudskim djelovanjem. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-MULTI-044,multi_turn,"[""tuzla""]","[""SRC-TUZLA-PANNONIAN-003"", ""SRC-TUZLA-SALT-MUSEUM-005"", ""SRC-TUZLA-ARCHAEO-PARK-006"", ""SRC-TUZLA-ATTRACTIONS-007"", ""SRC-TUZLA-GEOLOGY-004"", ""SRC-TUZLA-001""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Tuzla; želim varijantu usmjerenu na aktivnosti na otvorenom u sezoni jesen.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Tuzla usmjeri na glavne gradske ili kulturne cjeline. Arheološki park uz Panonska jezera rekonstruiše dio neolitskog sojeničkog naselja pronađenog na području Tuzle. Slana Banja i gradski parkovi povezuju memorijalne, kulturne i rekreativne cjeline Tuzle. Taloženje sedimenata u nekadašnjem Panonskom basenu doprinijelo je stvaranju rezervi soli i uglja na području Tuzle. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. godine kao muzej na otvorenom posvećen neolitskom životu i proizvodnji soli. Rekonstruisane posude u parku predstavljaju nalaze povezane sa preradom slane vode prije više hiljada godina. Kompleks Panonskih jezera predstavlja gradsko kupalište sa slanom vodom i jedan od najpoznatijih turističkih sadržaja Tuzle. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Tuzla; želim varijantu usmjerenu na aktivnosti na otvorenom u sezoni jesen.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Imam dva dana na raspolaganju i putujem automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Tuzla usmjeri na glavne gradske ili kulturne cjeline. Arheološki park uz Panonska jezera rekonstruiše dio neolitskog sojeničkog naselja pronađenog na području Tuzle. Slana Banja i gradski parkovi povezuju memorijalne, kulturne i rekreativne cjeline Tuzle. Taloženje sedimenata u nekadašnjem Panonskom basenu doprinijelo je stvaranju rezervi soli i uglja na području Tuzle. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. godine kao muzej na otvorenom posvećen neolitskom životu i proizvodnji soli. Rekonstruisane posude u parku predstavljaju nalaze povezane sa preradom slane vode prije više hiljada godina. Kompleks Panonskih jezera predstavlja gradsko kupalište sa slanom vodom i jedan od najpoznatijih turističkih sadržaja Tuzle. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-MULTI-045,multi_turn,"[""lukavac""]","[""SRC-LUKAVAC-001"", ""SRC-LUKAVAC-OFFICIAL-002"", ""SRC-LUKAVAC-ENVIRONMENT-004"", ""SRC-LUKAVAC-TOURISM-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Lukavac; želim varijantu usmjerenu na prirodu u sezoni zima.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Lukavac usmjeri na glavne gradske ili kulturne cjeline. Lukavac je destinacija za kombinovanje industrijskog grada, velikog jezera, šumskih izletišta i kratkih ruralnih obilazaka. Industrijsko nasljeđe snažno je oblikovalo urbani razvoj Lukavca i njegov odnos prema jezeru Modrac. Farma Milo Selo predstavlja uređeni ruralni lokalitet koji povezuje boravak u prirodi sa seoskim sadržajima. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Jezera Bistarac i Smoluća dopunjuju vodene pejzaže Modraca manjim i mirnijim izletničkim prostorima. Rijeka Turija i njeno zeleno okruženje predstavljaju još jedan prirodni pravac u široj okolini grada. Svatovac je šumovito izletište bogato izvorima i manjim vodotocima bistre vode. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Lukavac; želim varijantu usmjerenu na prirodu u sezoni zima.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Mogu izdvojiti dva dana, a kroz destinaciju ću se kretati automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Lukavac usmjeri na glavne gradske ili kulturne cjeline. Lukavac je destinacija za kombinovanje industrijskog grada, velikog jezera, šumskih izletišta i kratkih ruralnih obilazaka. Industrijsko nasljeđe snažno je oblikovalo urbani razvoj Lukavca i njegov odnos prema jezeru Modrac. Farma Milo Selo predstavlja uređeni ruralni lokalitet koji povezuje boravak u prirodi sa seoskim sadržajima. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Jezera Bistarac i Smoluća dopunjuju vodene pejzaže Modraca manjim i mirnijim izletničkim prostorima. Rijeka Turija i njeno zeleno okruženje predstavljaju još jedan prirodni pravac u široj okolini grada. Svatovac je šumovito izletište bogato izvorima i manjim vodotocima bistre vode. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-MULTI-046,multi_turn,"[""gracanica""]","[""SRC-GRACANICA-001"", ""SRC-GRACANICA-SAHAT-003"", ""SRC-GRACANICA-TOURISM-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Gračanica; želim varijantu usmjerenu na istoriju u sezoni zima.,Koliko dana imaš i kojim prevozom planiraš putovati?,reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Gračanica; želim varijantu usmjerenu na istoriju u sezoni zima.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}]"
SFT-MULTI-047,multi_turn,"[""srebrenik""]","[""SRC-SREBRENIK-OLD-TOWN-002"", ""SRC-SREBRENIK-MAJEVICA-005"", ""SRC-SREBRENIK-MONUMENTS-006"", ""SRC-SREBRENIK-001"", ""SRC-SREBRENIK-GEOGRAPHY-004"", ""SRC-SREBRENIK-ABOUT-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Razmišljam o putovanju koje uključuje Srebrenik; želim varijantu usmjerenu na kulturu u sezoni zima.,"Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Srebrenik usmjeri na glavne gradske ili kulturne cjeline. Planina Majevica i okolna šumska područja nude izletišta i staze u blizini grada. Istočni dio gradskog područja obuhvata padine Majevice, čiji najviši vrh doseže približno 917 metara. Obilazak tvrđave može se povezati sa šetnjom i kraćim izletom kroz okolni pejzaž. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Stari grad i okolni spomenici prikazuju slojeve srednjovjekovne, osmanske i novije istorije sjeveroistočne Bosne. Stari grad Srebrenik smješten je na izdvojenoj stijeni i jedna je od najupečatljivijih srednjovjekovnih tvrđava u BiH. Srebrenik se nalazi između Tuzle i Gradačca, u području brežuljaka i sjevernih obronaka Majevice. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved; multi-turn struktura rekonstruisana iz postojećeg prvog koraka i multi-day odgovora iste destinacije.,multi_turn,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Razmišljam o putovanju koje uključuje Srebrenik; želim varijantu usmjerenu na kulturu u sezoni zima.""}, {""role"": ""assistant"", ""content"": ""Koliko dana imaš i kojim prevozom planiraš putovati?""}, {""role"": ""user"", ""content"": ""Planiram boravak od dva dana i dolazim automobilom.""}, {""role"": ""assistant"", ""content"": ""Za dva dana i putovanje automobilom možeš plan organizovati ovako. Prvi dan u destinaciji Srebrenik usmjeri na glavne gradske ili kulturne cjeline. Planina Majevica i okolna šumska područja nude izletišta i staze u blizini grada. Istočni dio gradskog područja obuhvata padine Majevice, čiji najviši vrh doseže približno 917 metara. Obilazak tvrđave može se povezati sa šetnjom i kraćim izletom kroz okolni pejzaž. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Stari grad i okolni spomenici prikazuju slojeve srednjovjekovne, osmanske i novije istorije sjeveroistočne Bosne. Stari grad Srebrenik smješten je na izdvojenoj stijeni i jedna je od najupečatljivijih srednjovjekovnih tvrđava u BiH. Srebrenik se nalazi između Tuzle i Gradačca, u području brežuljaka i sjevernih obronaka Majevice. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
